date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:50:03	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/investment	/home/dick/websites/dede/one.open-int-bank.com/investment.2a5.delayed	(from https://one.open-int-bank.com/pt/investment)
08:50:03	422/422	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:50:03%20GMT	https://one.open-int-bank.com/credit-card	/home/dick/websites/dede/one.open-int-bank.com/credit-card	(from https://one.open-int-bank.com/pt/credit-card)
08:50:04	3294/3294	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Dec%202022%2007:50:04%20GMT	https://one.open-int-bank.com/pt/password/reset	/home/dick/websites/dede/one.open-int-bank.com/pt/password/reset.html	(from https://one.open-int-bank.com/pt/login)
08:50:05	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/faq	/home/dick/websites/dede/one.open-int-bank.com/faq.2a8.delayed	(from https://one.open-int-bank.com/pt/faq)
08:50:05	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/privacy-policy	/home/dick/websites/dede/one.open-int-bank.com/privacy-policy.2a9.delayed	(from https://one.open-int-bank.com/pt/privacy-policy)
08:50:05	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/request-form	/home/dick/websites/dede/one.open-int-bank.com/request-form.2aa.delayed	(from https://one.open-int-bank.com/pt/request-form)
08:50:05	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/banking/current-account	/home/dick/websites/dede/one.open-int-bank.com/banking/current-account.2ab.delayed	(from https://one.open-int-bank.com/ro/banking/current-account)
08:50:05	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/banking/saving-account	/home/dick/websites/dede/one.open-int-bank.com/banking/saving-account.2ac.delayed	(from https://one.open-int-bank.com/ro/banking/saving-account)
08:50:05	466/466	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:50:05%20GMT	https://one.open-int-bank.com/banking/mobile-banking	/home/dick/websites/dede/one.open-int-bank.com/banking/mobile-banking	(from https://one.open-int-bank.com/ro/banking/mobile-banking)
08:50:06	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/loans-and-credits	/home/dick/websites/dede/one.open-int-bank.com/loans-and-credits.2ae.delayed	(from https://one.open-int-bank.com/ro/loans-and-credits)
08:50:06	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/investment	/home/dick/websites/dede/one.open-int-bank.com/investment.2af.delayed	(from https://one.open-int-bank.com/ro/investment)
08:50:06	422/422	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:50:06%20GMT	https://one.open-int-bank.com/credit-card	/home/dick/websites/dede/one.open-int-bank.com/credit-card	(from https://one.open-int-bank.com/ro/credit-card)
08:50:07	3287/3287	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Dec%202022%2007:50:07%20GMT	https://one.open-int-bank.com/ro/password/reset	/home/dick/websites/dede/one.open-int-bank.com/ro/password/reset.html	(from https://one.open-int-bank.com/ro/login)
08:50:08	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/faq	/home/dick/websites/dede/one.open-int-bank.com/faq.2b2.delayed	(from https://one.open-int-bank.com/ro/faq)
08:50:08	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/privacy-policy	/home/dick/websites/dede/one.open-int-bank.com/privacy-policy.2b3.delayed	(from https://one.open-int-bank.com/ro/privacy-policy)
08:50:08	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/request-form	/home/dick/websites/dede/one.open-int-bank.com/request-form.2b4.delayed	(from https://one.open-int-bank.com/ro/request-form)
08:50:08	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/banking/current-account	/home/dick/websites/dede/one.open-int-bank.com/banking/current-account.2b5.delayed	(from https://one.open-int-bank.com/sk/banking/current-account)
08:50:08	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/banking/saving-account	/home/dick/websites/dede/one.open-int-bank.com/banking/saving-account.2b6.delayed	(from https://one.open-int-bank.com/sk/banking/saving-account)
08:50:08	466/466	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:50:08%20GMT	https://one.open-int-bank.com/banking/mobile-banking	/home/dick/websites/dede/one.open-int-bank.com/banking/mobile-banking	(from https://one.open-int-bank.com/sk/banking/mobile-banking)
08:50:09	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/loans-and-credits	/home/dick/websites/dede/one.open-int-bank.com/loans-and-credits.2b8.delayed	(from https://one.open-int-bank.com/sk/loans-and-credits)
08:50:09	42741/42741	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Dec%202022%2007:50:09%20GMT	https://one.open-int-bank.com/sk/investment	/home/dick/websites/dede/one.open-int-bank.com/sk/investment	(from https://one.open-int-bank.com/sk)
08:50:11	422/422	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:50:10%20GMT	https://one.open-int-bank.com/credit-card	/home/dick/websites/dede/one.open-int-bank.com/credit-card.2b9.delayed	(from https://one.open-int-bank.com/sk/credit-card)
08:50:11	3270/3270	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Dec%202022%2007:50:11%20GMT	https://one.open-int-bank.com/sk/password/reset	/home/dick/websites/dede/one.open-int-bank.com/sk/password/reset.html	(from https://one.open-int-bank.com/sk/login)
